"lot_id","plot_id","lot_number","purchased_rights","remaining_rights","status","notes"
"UTA8-L3","UTA8","3","1","3","Unoccupied",
"UTA8-L2","UTA8","2","1","3","Partially Occupied",
"UTA8-L1","UTA8","1","1","3","Partially Occupied",
"UTA9-L5","UTA9","5","1","3","Unoccupied",
"UTA9-L4","UTA9","4","1","3","Unoccupied",
"UTA9-L3","UTA9","3","1","3","Partially Occupied",
"UTA9-L2","UTA9","2","1","3","Partially Occupied",
"UTA9-L1","UTA9","1","1","3","Partially Occupied",
"UTB1-L5","UTB1","5","1","3","Partially Occupied",
"UTB1-L4","UTB1","4","1","3","Partially Occupied",
"UTB1-L3","UTB1","3","1","3","Partially Occupied",
"UTB1-L2","UTB1","2","1","3","Partially Occupied",
"UTB1-L1","UTB1","1","1","3","Partially Occupied",
"UTB10-L5","UTB10","5","1","3","Partially Occupied","Chester W. Morgan buried in UTB11-1"
"UTB10-L4","UTB10","4","1","3","Partially Occupied",
"UTB10-L3","UTB10","3","1","3","Unoccupied",
"UTB10-L2","UTB10","2","1","3","Unoccupied",
"UTB10-L1","UTB10","1","1","3","Unoccupied",
"UTB11-L5","UTB11","5","1","3","Unoccupied",
"UTB11-L4","UTB11","4","1","3","Unoccupied",
"UTB11-L3","UTB11","3","1","3","Unoccupied",
"UTB11-L2","UTB11","2","1","3","Partially Occupied",
"UTB11-L1","UTB11","1","1","3","Partially Occupied","Deborah Morgan buried in UTB10-5"
"UTB12-L5","UTB12","5","1","3","Unoccupied",
"UTB12-L4","UTB12","4","1","3","Unoccupied",
"UTB12-L3","UTB12","3","1","3","Partially Occupied",
"UTB12-L2","UTB12","2","1","3","Unoccupied",
"UTB12-L1","UTB12","1","1","3","Unoccupied",
"UTB13-L4","UTB13","4","2","2","Partially Occupied",
"UTB13-L3","UTB13","3","1","3","Unoccupied",
"UTB13-L2","UTB13","2","1","3","Partially Occupied",
"UTB13-L1","UTB13","1","1","3","Unoccupied",
"UTB14-L5","UTB14","5","0","4","Available","Unpurchased"
"UTB14-L4","UTB14","4","0","4","Available","Unpurchased"
"UTB14-L3","UTB14","3","0","4","Available","Unpurchased"
"UTB14-L2","UTB14","2","0","4","Available","Unpurchased"
"UTB14-L1","UTB14","1","0","4","Available","Unpurchased"
"UTB15-L5","UTB15","5","1","3","Partially Occupied",
"UTB15-L4","UTB15","4","1","3","Partially Occupied",
"UTB15-L3","UTB15","3","1","3","Partially Occupied",
"UTB15-L2","UTB15","2","1","3","Unoccupied",
"UTB15-L1","UTB15","1","1","3","Unoccupied",
"UTB16-L5","UTB16","5","1","3","Unoccupied",
"UTB16-L4","UTB16","4","1","3","Unoccupied",
"UTB16-L3","UTB16","3","1","3","Unoccupied",
"UTB16-L2","UTB16","2","1","3","Unoccupied",
"UTB16-L1","UTB16","1","1","3","Unoccupied",
"UTB17-L5","UTB17","5","1","3","Unoccupied",
"UTB17-L4","UTB17","4","1","3","Partially Occupied",
"UTB17-L3","UTB17","3","1","3","Partially Occupied",
"UTB17-L2","UTB17","2","1","3","Partially Occupied",
"UTB17-L1","UTB17","1","1","3","Unoccupied",
"UTB18-L5","UTB18","5","1","3","Unoccupied",
"UTB18-L4","UTB18","4","1","3","Partially Occupied",
"UTB18-L3","UTB18","3","1","3","Partially Occupied",
"UTB18-L2","UTB18","2","1","3","Partially Occupied",
"UTB18-L1","UTB18","1","1","3","Partially Occupied",
"UTB19-L5","UTB19","5","1","3","Unoccupied",
"UTB19-L4","UTB19","4","1","3","Unoccupied",
"UTB19-L3","UTB19","3","1","3","Unoccupied",
"UTB19-L2","UTB19","2","1","3","Unoccupied",
"UTB19-L1","UTB19","1","2","2","Partially Occupied",
"UTB2-L5","UTB2","5","1","3","Unoccupied",
"UTB2-L4","UTB2","4","1","3","Unoccupied",
"UTB2-L3","UTB2","3","1","3","Unoccupied",
"UTB2-L2","UTB2","2","1","3","Unoccupied",
"UTB2-L1","UTB2","1","1","3","Unoccupied",
"UTB20-L5","UTB20","5","1","3","Unoccupied",
"UTB20-L4","UTB20","4","1","3","Unoccupied",
"UTB20-L3","UTB20","3","1","3","Unoccupied",
"UTB20-L2","UTB20","2","1","3","Partially Occupied",
"UTB20-L1","UTB20","1","1","3","Partially Occupied",
"UTB21-L4","UTB21","4","1","3","Partially Occupied",
"UTB21-L3","UTB21","3","1","3","Partially Occupied",
"UTB21-L2","UTB21","2","1","3","Unoccupied",
"UTB21-L1","UTB21","1","1","3","Partially Occupied",
"UTB22-L5","UTB22","5","1","3","Unoccupied",
"UTB22-L4","UTB22","4","1","3","Unoccupied",
"UTB22-L3","UTB22","3","1","3","Partially Occupied",
"UTB22-L2","UTB22","2","1","3","Unoccupied",
"UTB22-L1","UTB22","1","1","3","Partially Occupied",
"UTB23-L4","UTB23","4","1","3","Partially Occupied",
"UTB23-L3","UTB23","3","3","1","Partially Occupied",
"UTB23-L2","UTB23","2","1","3","Partially Occupied",
"UTB23-L1","UTB23","1","1","3","Partially Occupied",
"UTB24-L6","UTB24","6","1","3","Partially Occupied",
"UTB24-L5","UTB24","5","1","3","Partially Occupied",
"UTB24-L4","UTB24","4","1","3","Partially Occupied",
"UTB24-L3","UTB24","3","1","3","Partially Occupied",
"UTB24-L2","UTB24","2","1","3","Partially Occupied",
"UTB24-L1","UTB24","1","1","3","Partially Occupied",
"UTB25-L3","UTB25","3","1","3","Unoccupied",
"UTB25-L2","UTB25","2","1","3","Unoccupied",
"UTB25-L1","UTB25","1","0","0","Not Available","Buffer space. Not a full width lot."
"UTB26-L4","UTB26","4","1","3","Partially Occupied",
"UTB26-L3","UTB26","3","1","3","Partially Occupied",
"UTB26-L2","UTB26","2","1","3","Partially Occupied",
"UTB26-L1","UTB26","1","1","3","Partially Occupied",
"UTB3-L4","UTB3","4","4","0","Fully Occupied",
"UTB3-L3","UTB3","3","3","1","Partially Occupied",
"UTB3-L2","UTB3","2","1","3","Partially Occupied",
"UTB3-L1","UTB3","1","1","2","Partially Occupied",
"UTB4-L5","UTB4","5","2","2","Partially Occupied",
"UTB4-L4","UTB4","4","1","3","Unoccupied",
"UTB4-L3","UTB4","3","2","2","Unoccupied",
"UTB4-L2","UTB4","2","1","3","Unoccupied",
"UTB4-L1","UTB4","1","1","3","Unoccupied",
"UTB5-L5","UTB5","5","1","3","Unoccupied",
"UTB5-L4","UTB5","4","1","3","Unoccupied",
"UTB5-L3","UTB5","3","1","3","Unoccupied",
"UTB5-L2","UTB5","2","1","3","Unoccupied",
"UTB5-L1","UTB5","1","1","3","Unoccupied",
"UTB6-L4","UTB6","4","1","3","Partially Occupied",
"UTB6-L3","UTB6","3","1","3","Partially Occupied",
"UTB6-L2","UTB6","2","1","3","Partially Occupied",
"UTB6-L1","UTB6","1","1","3","Partially Occupied",
"UTB7-L4","UTB7","4","1","3","Partially Occupied",
"UTB7-L3","UTB7","3","1","3","Partially Occupied",
"UTB7-L2","UTB7","2","1","3","Partially Occupied",
"UTB7-L1","UTB7","1","1","3","Partially Occupied",
"UTB8-L4","UTB8","4","1","3","Unoccupied",
"UTB8-L3","UTB8","3","1","3","Unoccupied",
"UTB8-L2","UTB8","2","1","3","Unoccupied",
"UTB8-L1","UTB8","1","1","3","Unoccupied",
"UTB9-L5","UTB9","5","1","3","Unoccupied",
"UTB9-L4","UTB9","4","1","3","Unoccupied",
"UTB9-L3","UTB9","3","1","3","Unoccupied",
"UTB9-L2","UTB9","2","1","3","Unoccupied",
"UTB9-L1","UTB9","1","1","3","Unoccupied",
"UTC1-L5","UTC1","5","1","3","Unoccupied",
"UTC1-L4","UTC1","4","1","3","Unoccupied",
"UTC1-L3","UTC1","3","1","3","Unoccupied",
"UTC1-L2","UTC1","2","1","3","Unoccupied",
"UTC1-L1","UTC1","1","1","3","Partially Occupied",
"UTC10-L4","UTC10","4","1","3","Unoccupied",
"UTC10-L3","UTC10","3","1","3","Unoccupied",
"UTC10-L2","UTC10","2","1","3","Unoccupied",
"UTC10-L1","UTC10","1","1","3","Unoccupied",
"UTC2-L5","UTC2","5","1","3","Unoccupied",
"UTC2-L4","UTC2","4","1","3","Unoccupied",
"UTC2-L3","UTC2","3","1","3","Partially Occupied",
"UTC2-L2","UTC2","2","1","3","Partially Occupied",
"UTC2-L1","UTC2","1","1","3","Partially Occupied",
"UTC3-L5","UTC3","5","1","3","Unoccupied",
"UTC3-L4","UTC3","4","1","3","Unoccupied",
"UTC3-L3","UTC3","3","1","3","Unoccupied",
"UTC3-L2","UTC3","2","1","3","Partially Occupied",
"UTC3-L1","UTC3","1","1","3","Partially Occupied",
"UTC4-L5","UTC4","5","1","3","Unoccupied",
"UTC4-L4","UTC4","4","1","3","Unoccupied",
"UTC4-L3","UTC4","3","1","3","Partially Occupied",
"UTC4-L2","UTC4","2","1","3","Partially Occupied",
"UTC4-L1","UTC4","1","1","3","Partially Occupied",
"UTC5-L4","UTC5","4","1","3","Unoccupied",
"UTC5-L3","UTC5","3","1","3","Unoccupied",
"UTC5-L2","UTC5","2","1","3","Partially Occupied",
"UTC5-L1","UTC5","1","1","3","Unoccupied",
"UTC6-L5","UTC6","5","1","3","Unoccupied",
"UTC6-L4","UTC6","4","1","3","Unoccupied",
"UTC6-L3","UTC6","3","1","3","Unoccupied",
"UTC6-L2","UTC6","2","1","3","Unoccupied",
"UTC6-L1","UTC6","1","1","3","Unoccupied",
"UTC7-L5","UTC7","5","1","3","Partially Occupied",
"UTC7-L4","UTC7","4","1","3","Unoccupied",
"UTC7-L3","UTC7","3","1","3","Unoccupied",
"UTC7-L2","UTC7","2","1","3","Unoccupied",
"UTC7-L1","UTC7","1","1","3","Unoccupied",
"UTC8-L5","UTC8","5","1","3","Partially Occupied",
"UTC8-L4","UTC8","4","1","3","Unoccupied",
"UTC8-L3","UTC8","3","1","3","Partially Occupied",
"UTC8-L2","UTC8","2","1","3","Partially Occupied",
"UTC8-L1","UTC8","1","1","3","Partially Occupied",
"UTC9-L5","UTC9","5","1","3","Unoccupied",
"UTC9-L4","UTC9","4","1","3","Unoccupied",
"UTC9-L3","UTC9","3","1","3","Unoccupied",
"UTC9-L2","UTC9","2","1","3","Unoccupied",
"UTC9-L1","UTC9","1","1","3","Unoccupied",
